"module name","license","repository"
"github-slugger@2.0.0","ISC","https://github.com/Flet/github-slugger"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.5.0","ISC","https://github.com/isaacs/node-glob"
"global-directory@4.0.1","MIT","https://github.com/sindresorhus/global-directory"
"global-modules@2.0.0","MIT","https://github.com/jonschlinkert/global-modules"
"global-prefix@3.0.0","MIT","https://github.com/jonschlinkert/global-prefix"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"globby@15.0.0","MIT","https://github.com/sindresorhus/globby"
"globjoin@0.1.4","MIT","https://github.com/amobiz/globjoin"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"gray-matter@4.0.3","MIT","https://github.com/jonschlinkert/gray-matter"
"gzip-size@7.0.0","MIT","https://github.com/sindresorhus/gzip-size"
"h3@1.15.4","MIT","https://github.com/h3js/h3"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hashery@1.3.0","MIT","https://github.com/jaredwray/hashery"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hast-util-heading-rank@3.0.0","MIT","https://github.com/syntax-tree/hast-util-heading-rank"
"hast-util-is-element@3.0.0","MIT","https://github.com/syntax-tree/hast-util-is-element"
"hast-util-to-estree@3.1.3","MIT","https://github.com/syntax-tree/hast-util-to-estree"
"hast-util-to-jsx-runtime@2.3.6","MIT","https://github.com/syntax-tree/hast-util-to-jsx-runtime"
"hast-util-to-string@3.0.1","MIT","https://github.com/rehypejs/rehype-minify/tree/main/packages/hast-util-to-string"
"hast-util-to-text@4.0.2","MIT","https://github.com/syntax-tree/hast-util-to-text"
"hast-util-whitespace@3.0.0","MIT","https://github.com/syntax-tree/hast-util-whitespace"
"highlight.js@11.11.1","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"hookable@5.5.3","MIT","https://github.com/unjs/hookable"
"hookified@1.13.0","MIT","https://github.com/jaredwray/hookified"
"html-tags@3.3.1","MIT","https://github.com/sindresorhus/html-tags"
"http-errors@2.0.1","MIT","https://github.com/jshttp/http-errors"
"http-shutdown@1.2.2","MIT","https://github.com/thedillonb/http-shutdown"
"https-proxy-agent@7.0.6","MIT","https://github.com/TooTallNate/proxy-agents"
"httpxy@0.1.7","MIT","https://github.com/unjs/httpxy"
"human-signals@5.0.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"ignore@7.0.5","MIT","https://github.com/kaelzhang/node-ignore"
"image-meta@0.2.2","MIT","https://github.com/unjs/image-meta"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"impound@1.0.0","MIT","https://github.com/unjs/impound"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.8","ISC","https://github.com/isaacs/ini"
"ini@4.1.1","ISC","https://github.com/npm/ini"
"inline-style-parser@0.2.7","MIT","https://github.com/remarkablemark/inline-style-parser"
"ioredis@5.8.2","MIT","https://github.com/luin/ioredis"
"iron-webcrypto@1.2.1","MIT","https://github.com/brc-dd/iron-webcrypto"
"is-alphabetical@2.0.1","MIT","https://github.com/wooorm/is-alphabetical"
"is-alphanumerical@2.0.1","MIT","https://github.com/wooorm/is-alphanumerical"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-core-module@2.16.1","MIT","https://github.com/inspect-js/is-core-module"
"is-decimal@2.0.1","MIT","https://github.com/wooorm/is-decimal"
"is-docker@2.2.1","MIT","https://github.com/sindresorhus/is-docker"
"is-docker@3.0.0","MIT","https://github.com/sindresorhus/is-docker"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-hexadecimal@2.0.1","MIT","https://github.com/wooorm/is-hexadecimal"
"is-inside-container@1.0.0","MIT","https://github.com/sindresorhus/is-inside-container"
"is-installed-globally@1.0.0","MIT","https://github.com/sindresorhus/is-installed-globally"
"is-module@1.0.0","MIT","https://github.com/component/is-module"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-path-inside@4.0.0","MIT","https://github.com/sindresorhus/is-path-inside"
"is-plain-obj@4.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"is-plain-object@5.0.0","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-reference@1.2.1","MIT","https://github.com/Rich-Harris/is-reference"
"is-ssh@1.4.1","MIT","https://github.com/IonicaBizau/node-is-ssh"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"is-stream@3.0.0","MIT","https://github.com/sindresorhus/is-stream"
"is-what@5.5.0","MIT","https://github.com/mesqueeb/is-what"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl"
"is-wsl@3.1.0","MIT","https://github.com/sindresorhus/is-wsl"
"is64bit@2.0.0","MIT","https://github.com/sindresorhus/is64bit"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isexe@3.1.1","ISC","https://github.com/isaacs/isexe"
"jackspeak@3.4.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jiti@2.6.1","MIT","https://github.com/unjs/jiti"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-tokens@9.0.1","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.2","MIT","https://github.com/nodeca/js-yaml"
"js-yaml@4.1.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema-traverse@1.0.0","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"keyv@5.5.4","MIT","https://github.com/jaredwray/keyv"
"kind-of@6.0.3","MIT","https://github.com/jonschlinkert/kind-of"
"kleur@3.0.3","MIT","https://github.com/lukeed/kleur"
"kleur@4.1.5","MIT","https://github.com/lukeed/kleur"
"klona@2.0.6","MIT","https://github.com/lukeed/klona"
"knitwork@1.3.0","MIT","https://github.com/unjs/knitwork"
"known-css-properties@0.37.0","MIT","https://github.com/known-css/known-css-properties"
"launch-editor@2.12.0","MIT","https://github.com/yyx990803/launch-editor"
"lazystream@1.0.1","MIT","https://github.com/jpommerening/node-lazystream"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lilconfig@3.1.3","MIT","https://github.com/antonk52/lilconfig"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"listhen@1.9.0","MIT","https://github.com/unjs/listhen"
"local-pkg@1.1.2","MIT","https://github.com/antfu-collective/local-pkg"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.defaults@4.2.0","MIT","https://github.com/lodash/lodash"
"lodash.isarguments@3.1.0","MIT","https://github.com/lodash/lodash"
"lodash.memoize@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"lodash.truncate@4.4.2","MIT","https://github.com/lodash/lodash"
"lodash.uniq@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"longest-streak@3.1.0","MIT","https://github.com/wooorm/longest-streak"
"lowlight@3.3.0","MIT","https://github.com/wooorm/lowlight"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"magic-regexp@0.10.0","MIT","https://github.com/unjs/magic-regexp"
"magic-string-ast@1.0.3","MIT","https://github.com/sxzz/magic-string-ast"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"magicast@0.5.1","MIT","https://github.com/unjs/magicast"
"markdown-extensions@2.0.0","MIT","https://github.com/sindresorhus/markdown-extensions"
"markdown-table@3.0.4","MIT","https://github.com/wooorm/markdown-table"
"mathml-tag-names@2.1.3","MIT","https://github.com/wooorm/mathml-tag-names"
"mdast-util-find-and-replace@3.0.2","MIT","https://github.com/syntax-tree/mdast-util-find-and-replace"
"mdast-util-from-markdown@2.0.2","MIT","https://github.com/syntax-tree/mdast-util-from-markdown"
"mdast-util-gfm-autolink-literal@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-gfm-autolink-literal"
"mdast-util-gfm-footnote@2.1.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-footnote"
"mdast-util-gfm-strikethrough@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-strikethrough"
"mdast-util-gfm-table@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-table"
"mdast-util-gfm-task-list-item@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-task-list-item"
"mdast-util-gfm@3.1.0","MIT","https://github.com/syntax-tree/mdast-util-gfm"
"mdast-util-mdx-expression@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdx-expression"
"mdast-util-mdx-jsx@3.2.0","MIT","https://github.com/syntax-tree/mdast-util-mdx-jsx"
"mdast-util-mdx@3.0.0","MIT","https://github.com/syntax-tree/mdast-util-mdx"
"mdast-util-mdxjs-esm@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdxjs-esm"
"mdast-util-phrasing@4.1.0","MIT","https://github.com/syntax-tree/mdast-util-phrasing"
"mdast-util-to-hast@13.2.1","MIT","https://github.com/syntax-tree/mdast-util-to-hast"
"mdast-util-to-markdown@2.1.2","MIT","https://github.com/syntax-tree/mdast-util-to-markdown"
"mdast-util-to-string@4.0.0","MIT","https://github.com/syntax-tree/mdast-util-to-string"
"mdn-data@2.0.28","CC0-1.0","https://github.com/mdn/data"
"mdn-data@2.12.2","CC0-1.0","https://github.com/mdn/data"
"meow@13.2.0","MIT","https://github.com/sindresorhus/meow"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromark-core-commonmark@2.0.3","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-core-commonmark"
"micromark-extension-gfm-autolink-literal@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-autolink-literal"
"micromark-extension-gfm-footnote@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-footnote"
"micromark-extension-gfm-strikethrough@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-strikethrough"
"micromark-extension-gfm-table@2.1.1","MIT","https://github.com/micromark/micromark-extension-gfm-table"
"micromark-extension-gfm-tagfilter@2.0.0","MIT","https://github.com/micromark/micromark-extension-gfm-tagfilter"
"micromark-extension-gfm-task-list-item@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-task-list-item"
"micromark-extension-gfm@3.0.0","MIT","https://github.com/micromark/micromark-extension-gfm"
"micromark-extension-mdx-expression@3.0.1","MIT","https://github.com/micromark/micromark-extension-mdx-expression/tree/main/packages/micromark-extension-mdx-expression"
"micromark-extension-mdx-jsx@3.0.2","MIT","https://github.com/micromark/micromark-extension-mdx-jsx"
"micromark-extension-mdx-md@2.0.0","MIT","https://github.com/micromark/micromark-extension-mdx-md"
"micromark-extension-mdxjs-esm@3.0.0","MIT","https://github.com/micromark/micromark-extension-mdxjs-esm"
"micromark-extension-mdxjs@3.0.0","MIT","https://github.com/micromark/micromark-extension-mdxjs"
"micromark-factory-destination@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-destination"
"micromark-factory-label@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-label"
"micromark-factory-mdx-expression@2.0.3","MIT","https://github.com/micromark/micromark-extension-mdx-expression/tree/main/packages/micromark-factory-mdx-expression"
"micromark-factory-space@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-space"
"micromark-factory-title@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-title"
"micromark-factory-whitespace@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-whitespace"
"micromark-util-character@2.1.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"micromark-util-chunked@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-chunked"
"micromark-util-classify-character@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-classify-character"
"micromark-util-combine-extensions@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-combine-extensions"
"micromark-util-decode-numeric-character-reference@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-numeric-character-reference"
"micromark-util-decode-string@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-string"
"micromark-util-encode@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"micromark-util-events-to-acorn@2.0.3","MIT","https://github.com/micromark/micromark-extension-mdx-expression/tree/main/packages/micromark-util-events-to-acorn"
"micromark-util-html-tag-name@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-html-tag-name"
"micromark-util-normalize-identifier@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-normalize-identifier"
"micromark-util-resolve-all@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-resolve-all"
"micromark-util-sanitize-uri@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"micromark-util-subtokenize@2.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-subtokenize"
"micromark-util-symbol@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"micromark-util-types@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"micromark@4.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.54.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@3.0.2","MIT","https://github.com/jshttp/mime-types"
"mime@3.0.0","MIT","https://github.com/broofa/mime"
"mime@4.1.0","MIT","https://github.com/broofa/mime"
"mimic-fn@4.0.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@5.1.6","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"minizlib@3.1.0","MIT","https://github.com/isaacs/minizlib"
"mitt@3.0.1","MIT","https://github.com/developit/mitt"
"mlly@1.8.0","MIT","https://github.com/unjs/mlly"
"mocked-exports@0.1.1","MIT","https://github.com/unjs/mocked-exports"
"mrmime@2.0.1","MIT","https://github.com/lukeed/mrmime"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"muggle-string@0.4.1","MIT","https://github.com/johnsoncodehk/muggle-string"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"nanoid@5.1.6","MIT","https://github.com/ai/nanoid"
"nanotar@0.2.0","MIT","https://github.com/unjs/nanotar"
"napi-wasm@1.1.0","MIT","https://github.com/devongovett/napi-wasm"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"next-mdx-remote@5.0.0","MPL-2.0","https://github.com/hashicorp/next-mdx-remote"
"next@16.0.6","MIT","https://github.com/vercel/next.js"
"nitropack@2.12.9","MIT","https://github.com/nitrojs/nitro"
"node-addon-api@7.1.1","MIT","https://github.com/nodejs/node-addon-api"
"node-fetch-native@1.6.7","MIT","https://github.com/unjs/node-fetch-native"
"node-fetch@2.7.0","MIT","https://github.com/bitinn/node-fetch"
"node-forge@1.3.2","(BSD-3-Clause OR GPL-2.0)","https://github.com/digitalbazaar/forge"
"node-gyp-build@4.8.4","MIT","https://github.com/prebuild/node-gyp-build"
"node-mock-http@1.0.3","MIT","https://github.com/unjs/node-mock-http"
"node-releases@2.0.27","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@8.1.0","ISC","https://github.com/npm/nopt"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-range@0.1.2","MIT","https://github.com/jamestalmage/normalize-range"
"npm-run-path@5.3.0","MIT","https://github.com/sindresorhus/npm-run-path"
"npm-run-path@6.0.0","MIT","https://github.com/sindresorhus/npm-run-path"
"nth-check@2.1.1","BSD-2-Clause","https://github.com/fb55/nth-check"
"nuxt@4.2.1","MIT","https://github.com/nuxt/nuxt"
"nypm@0.6.2","MIT","https://github.com/unjs/nypm"
"obug@2.1.1","MIT","https://github.com/sxzz/obug"
"ofetch@1.5.1","MIT","https://github.com/unjs/ofetch"
"ohash@2.0.11","MIT","https://github.com/unjs/ohash"
"on-change@6.0.1","MIT","https://github.com/sindresorhus/on-change"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"onetime@6.0.0","MIT","https://github.com/sindresorhus/onetime"
"open@10.2.0","MIT","https://github.com/sindresorhus/open"
"open@8.4.2","MIT","https://github.com/sindresorhus/open"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"oxc-minify@0.96.0","MIT","https://github.com/oxc-project/oxc"
"oxc-parser@0.96.0","MIT","https://github.com/oxc-project/oxc"
"oxc-transform@0.96.0","MIT","https://github.com/oxc-project/oxc"
"oxc-walker@0.5.2","MIT","https://github.com/oxc-project/oxc-walker"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"package-manager-detector@1.6.0","MIT","https://github.com/antfu-collective/package-manager-detector"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-entities@4.0.2","MIT","https://github.com/wooorm/parse-entities"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-path@7.1.0","MIT","https://github.com/IonicaBizau/parse-path"
"parse-url@9.2.0","MIT","https://github.com/IonicaBizau/parse-url"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-browserify@1.0.1","MIT","https://github.com/browserify/path-browserify"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-key@4.0.0","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"path-type@6.0.0","MIT","https://github.com/sindresorhus/path-type"
"pathe@1.1.2","MIT","https://github.com/unjs/pathe"
"pathe@2.0.3","MIT","https://github.com/unjs/pathe"
"perfect-debounce@2.0.0","MIT","https://github.com/unjs/perfect-debounce"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"picomatch@4.0.3","MIT","https://github.com/micromatch/picomatch"
"pkg-types@1.3.1","MIT","https://github.com/unjs/pkg-types"
"pkg-types@2.3.0","MIT","https://github.com/unjs/pkg-types"
"postcss-calc@10.1.1","MIT","https://github.com/postcss/postcss-calc"
"postcss-colormin@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-convert-values@7.0.8","MIT","https://github.com/cssnano/cssnano"
"postcss-discard-comments@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-discard-duplicates@7.0.2","MIT","https://github.com/cssnano/cssnano"
"postcss-discard-empty@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-discard-overridden@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-merge-longhand@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-merge-rules@7.0.7","MIT","https://github.com/cssnano/cssnano"
"postcss-minify-font-values@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-minify-gradients@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-minify-params@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-minify-selectors@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-charset@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-display-values@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-positions@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-repeat-style@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-string@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-timing-functions@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-unicode@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-url@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-normalize-whitespace@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-ordered-values@7.0.2","MIT","https://github.com/cssnano/cssnano"
"postcss-reduce-initial@7.0.5","MIT","https://github.com/cssnano/cssnano"
"postcss-reduce-transforms@7.0.1","MIT","https://github.com/cssnano/cssnano"
"postcss-resolve-nested-selector@0.1.6","MIT","https://github.com/csstools/postcss-resolve-nested-selector"
"postcss-safe-parser@7.0.1","MIT","https://github.com/postcss/postcss-safe-parser"
"postcss-selector-parser@7.1.1","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss-svgo@7.1.0","MIT","https://github.com/cssnano/cssnano"
"postcss-unique-selectors@7.0.4","MIT","https://github.com/cssnano/cssnano"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.4.31","MIT","https://github.com/postcss/postcss"
"postcss@8.5.6","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"pretty-bytes@7.1.0","MIT","https://github.com/sindresorhus/pretty-bytes"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"prompts@2.4.2","MIT","https://github.com/terkelg/prompts"
"property-information@7.1.0","MIT","https://github.com/wooorm/property-information"
"protocols@2.0.2","MIT","https://github.com/IonicaBizau/protocols"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"qified@0.5.2","MIT","https://github.com/jaredwray/qified"
"quansync@0.2.11","MIT","https://github.com/quansync-dev/quansync"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"radix3@1.1.2","MIT","https://github.com/unjs/radix3"
"randombytes@2.1.0","MIT","https://github.com/crypto-browserify/randombytes"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"rc9@2.1.2","MIT","https://github.com/unjs/rc9"
"react-dom@19.2.0","MIT","https://github.com/facebook/react"
"react@19.2.0","MIT","https://github.com/facebook/react"
"readable-stream@2.3.8","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@4.7.0","MIT","https://github.com/nodejs/readable-stream"
"readdir-glob@1.1.3","Apache-2.0","https://github.com/Yqnn/node-readdir-glob"
"readdirp@4.1.2","MIT","https://github.com/paulmillr/readdirp"
"reading-time@1.5.0","MIT","https://github.com/ngryman/reading-time"
"recma-build-jsx@1.0.0","MIT","https://github.com/mdx-js/recma/tree/main/packages/recma-build-jsx"
"recma-jsx@1.0.1","MIT","https://github.com/mdx-js/recma/tree/main/packages/recma-jsx"
"recma-parse@1.0.0","MIT","https://github.com/mdx-js/recma/tree/main/packages/recma-parse"
"recma-stringify@1.0.0","MIT","https://github.com/mdx-js/recma/tree/main/packages/recma-stringify"
"redis-errors@1.2.0","MIT","https://github.com/NodeRedis/redis-errors"
"redis-parser@3.0.0","MIT","https://github.com/NodeRedis/node-redis-parser"
"regexp-tree@0.1.27","MIT","https://github.com/DmitrySoshnikov/regexp-tree"
"rehype-autolink-headings@7.1.0","MIT","https://github.com/rehypejs/rehype-autolink-headings"
"rehype-highlight@7.0.2","MIT","https://github.com/rehypejs/rehype-highlight"
"rehype-recma@1.0.0","MIT","https://github.com/mdx-js/recma/tree/main/packages/rehype-recma"
"rehype-slug@6.0.0","MIT","https://github.com/rehypejs/rehype-slug"
"remark-gfm@4.0.1","MIT","https://github.com/remarkjs/remark-gfm"
"remark-mdx@3.1.1","MIT","https://github.com/mdx-js/mdx"
"remark-parse@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-parse"
"remark-rehype@11.1.2","MIT","https://github.com/remarkjs/remark-rehype"
"remark-stringify@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-stringify"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-from@5.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.11","MIT","https://github.com/browserify/resolve"
"reusify@1.1.0","MIT","https://github.com/mcollina/reusify"
"rfdc@1.4.1","MIT","https://github.com/davidmarkclements/rfdc"
"rollup-plugin-visualizer@6.0.5","MIT","https://github.com/btd/rollup-plugin-visualizer"
"rollup@4.53.3","MIT","https://github.com/rollup/rollup"
"run-applescript@7.1.0","MIT","https://github.com/sindresorhus/run-applescript"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sax@1.4.3","BlueOak-1.0.0","https://github.com/isaacs/sax-js"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"scule@1.3.0","MIT","https://github.com/unjs/scule"
"section-matter@1.0.0","MIT","https://github.com/jonschlinkert/section-matter"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.7.3","ISC","https://github.com/npm/node-semver"
"send@1.2.0","MIT","https://github.com/pillarjs/send"
"serialize-javascript@6.0.2","BSD-3-Clause","https://github.com/yahoo/serialize-javascript"
"seroval@1.4.0","MIT","https://github.com/lxsmnsyc/seroval"
"serve-placeholder@2.0.2","MIT","https://github.com/unjs/serve-placeholder"
"serve-static@2.2.0","MIT","https://github.com/expressjs/serve-static"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"sharp@0.34.5","Apache-2.0","https://github.com/lovell/sharp"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shell-quote@1.8.3","MIT","https://github.com/ljharb/shell-quote"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
